id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,5,5,19,401,420,0,3,388,municipality,2010
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,20,186,52,2706,2758,18,32,2450,municipality,2000
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,18,63,42,1333,1375,2,17,1233,municipality,2010
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,208,13182,3542,20140,23682,114,914,5722,municipality,2000
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,64,5780,2869,9419,12288,63,214,3298,municipality,2010
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,90,176,242,7158,7400,6,34,6852,municipality,2000
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,68,48,141,3385,3526,8,33,3228,municipality,2010
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,18,8,84,3578,3662,4,8,3540,municipality,2000
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,6,5,58,1524,1582,2,12,1499,municipality,2010
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,90,278,582,9432,10014,26,94,8944,municipality,2000
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,40,128,660,4160,4820,6,30,3956,municipality,2010
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,116,228,856,7006,7862,26,82,6554,municipality,2000
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,67,147,605,3058,3663,12,35,2797,municipality,2010
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,48,280,226,7240,7466,6,48,6858,municipality,2000
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,29,94,99,3427,3526,8,33,3263,municipality,2010
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,638,1406,748,16714,17462,64,128,14478,municipality,2000
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,341,100,244,7011,7255,6,46,6518,municipality,2010
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,6,16,90,1612,1702,8,8,1574,municipality,2000
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,17,10,47,596,643,2,5,562,municipality,2010
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,2084,2136,1294,20298,21592,114,344,15620,municipality,2000
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,847,1117,1073,8999,10072,80,202,6753,municipality,2010
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,116,90,136,2366,2502,6,18,2136,municipality,2000
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,92,30,96,1280,1376,1,8,1149,municipality,2010
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,72,378,104,7848,7952,6,34,7358,municipality,2000
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,42,123,89,3928,4017,4,23,3736,municipality,2010
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,60,26,92,2226,2318,2,10,2128,municipality,2000
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,33,23,52,991,1043,5,10,920,municipality,2010
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,378,2350,4378,12138,16516,16,162,9232,municipality,2000
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,270,1044,3604,5491,9095,29,85,4063,municipality,2010
3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,2338,2524,2344,44784,47128,94,342,39486,municipality,2000
3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,1853,1524,2002,25385,27387,77,219,21712,municipality,2010
3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,1080,302,1726,30138,31864,52,202,28502,municipality,2000
3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,556,213,1103,14609,15712,22,86,13732,municipality,2010
3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,94,70,246,8034,8280,24,84,7762,municipality,2000
3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,58,54,232,4064,4296,12,39,3901,municipality,2010
3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,3662,126,554,22004,22558,24,174,18018,municipality,2000
3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,2362,94,406,12044,12450,29,109,9450,municipality,2010
3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,2438,2228,3416,64214,67630,124,510,58914,municipality,2000
3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,1719,1286,2747,34877,37624,96,293,31483,municipality,2010
3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,2,0,14,1464,1478,2,8,1452,municipality,2000
3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,3,0,10,691,701,0,2,686,municipality,2010
3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,204,244,1072,14556,15628,44,112,13952,municipality,2000
3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,151,365,960,6781,7741,19,80,6166,municipality,2010
3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,266,718,1226,10612,11838,22,164,9442,municipality,2000
3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,145,345,948,4856,5804,25,49,4292,municipality,2010
3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,34,186,246,2580,2826,20,26,2314,municipality,2000
3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,19,82,211,1204,1415,6,15,1082,municipality,2010
3402540770,"Little Silver borough, Monmouth County, New Jersey",34025,ONJ,130,36,122,8836,8958,18,24,8628,municipality,2000
3402540770,"Little Silver borough, Monmouth County, New Jersey",34025,ONJ,85,9,102,4187,4289,8,25,4060,municipality,2010
3402541010,"Loch Arbour village, Monmouth County, New Jersey",34025,ONJ,2,8,2,460,462,0,6,444,municipality,2000
3402541010,"Loch Arbour village, Monmouth County, New Jersey",34025,ONJ,2,3,4,152,156,0,0,147,municipality,2010
3402541310,"Long Branch city, Monmouth County, New Jersey",34025,ONJ,814,7390,8658,39122,47780,404,1004,29510,municipality,2000
3402541310,"Long Branch city, Monmouth County, New Jersey",34025,ONJ,506,2945,5857,18206,24063,669,490,13596,municipality,2010
3402542990,"Manalapan township, Monmouth County, New Jersey",34025,ONJ,2036,956,1560,45006,46566,68,260,41686,municipality,2000
3402542990,"Manalapan township, Monmouth County, New Jersey",34025,ONJ,1941,664,1466,27387,28853,43,181,24558,municipality,2010
3402543050,"Manasquan borough, Monmouth County, New Jersey",34025,ONJ,40,34,382,9234,9616,12,26,9122,municipality,2000
3402543050,"Manasquan borough, Monmouth County, New Jersey",34025,ONJ,22,8,286,4235,4521,6,10,4189,municipality,2010
3402544070,"Marlboro township, Monmouth County, New Jersey",34025,ONJ,6018,1112,1334,49484,50818,54,302,41998,municipality,2000
3402544070,"Marlboro township, Monmouth County, New Jersey",34025,ONJ,4747,592,1006,27610,28616,42,187,22042,municipality,2010
3402544520,"Matawan borough, Monmouth County, New Jersey",34025,ONJ,1166,844,802,12998,13800,22,152,10814,municipality,2000
3402544520,"Matawan borough, Monmouth County, New Jersey",34025,ONJ,438,426,646,6173,6819,14,83,5212,municipality,2010
3402545990,"Middletown township, Monmouth County, New Jersey",34025,ONJ,2476,1158,2944,94828,97772,108,448,90638,municipality,2000
3402545990,"Middletown township, Monmouth County, New Jersey",34025,ONJ,1374,623,2363,47925,50288,77,274,45577,municipality,2010
3402546560,"Millstone township, Monmouth County, New Jersey",34025,ONJ,384,376,428,11628,12056,22,70,10776,municipality,2000
3402546560,"Millstone township, Monmouth County, New Jersey",34025,ONJ,353,271,370,7194,7564,17,56,6497,municipality,2010
3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",34025,ONJ,50,28,84,5644,5728,2,20,5544,municipality,2000
3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",34025,ONJ,17,8,47,2572,2619,4,19,2524,municipality,2010
3402549890,"Neptune township, Monmouth County, New Jersey",34025,ONJ,506,14128,1998,40586,42584,154,684,25114,municipality,2000
3402549890,"Neptune township, Monmouth County, New Jersey",34025,ONJ,509,7624,1716,20451,22167,81,370,11867,municipality,2010
3402549920,"Neptune City borough, Monmouth County, New Jersey",34025,ONJ,212,734,382,7810,8192,24,112,6728,municipality,2000
3402549920,"Neptune City borough, Monmouth County, New Jersey",34025,ONJ,143,385,336,3635,3971,13,49,3045,municipality,2010
3402554270,"Ocean township, Monmouth County, New Jersey",34025,ONJ,2496,2102,1728,38448,40176,136,500,33214,municipality,2000
3402554270,"Ocean township, Monmouth County, New Jersey",34025,ONJ,1357,1523,1670,19433,21103,80,243,16230,municipality,2010
3402554570,"Oceanport borough, Monmouth County, New Jersey",34025,ONJ,70,190,184,8584,8768,12,52,8260,municipality,2000
3402554570,"Oceanport borough, Monmouth County, New Jersey",34025,ONJ,72,120,136,4334,4470,9,33,4100,municipality,2010
3402562430,"Red Bank borough, Monmouth County, New Jersey",34025,ONJ,416,3288,2970,16570,19540,50,214,12602,municipality,2000
3402562430,"Red Bank borough, Monmouth County, New Jersey",34025,ONJ,187,1092,2891,6828,9719,47,100,5402,municipality,2010
3402564410,"Roosevelt borough, Monmouth County, New Jersey",34025,ONJ,22,30,46,1302,1348,14,44,1192,municipality,2000
3402564410,"Roosevelt borough, Monmouth County, New Jersey",34025,ONJ,18,8,39,634,673,3,9,596,municipality,2010
3402565130,"Rumson borough, Monmouth County, New Jersey",34025,ONJ,104,30,150,9574,9724,4,34,9402,municipality,2000
3402565130,"Rumson borough, Monmouth County, New Jersey",34025,ONJ,65,10,104,4702,4806,5,26,4596,municipality,2010
3402566240,"Sea Bright borough, Monmouth County, New Jersey",34025,ONJ,70,34,122,3108,3230,2,20,2982,municipality,2000
3402566240,"Sea Bright borough, Monmouth County, New Jersey",34025,ONJ,24,9,65,1187,1252,4,7,1143,municipality,2010
3402566330,"Sea Girt borough, Monmouth County, New Jersey",34025,ONJ,4,4,26,3406,3432,0,10,3388,municipality,2000
3402566330,"Sea Girt borough, Monmouth County, New Jersey",34025,ONJ,2,0,19,1458,1477,3,2,1451,municipality,2010
3402567350,"Shrewsbury borough, Monmouth County, New Jersey",34025,ONJ,82,20,90,4880,4970,0,22,4756,municipality,2000
3402567350,"Shrewsbury borough, Monmouth County, New Jersey",34025,ONJ,57,16,60,2722,2782,6,12,2631,municipality,2010
3402567365,"Shrewsbury township, Monmouth County, New Jersey",34025,ONJ,156,244,116,1628,1744,4,56,1168,municipality,2000
3402567365,"Shrewsbury township, Monmouth County, New Jersey",34025,ONJ,62,111,111,816,927,3,18,622,municipality,2010
3402570110,"Spring Lake borough, Monmouth County, New Jersey",34025,ONJ,14,22,32,5548,5580,4,18,5490,municipality,2000
3402570110,"Spring Lake borough, Monmouth County, New Jersey",34025,ONJ,23,7,34,2313,2347,7,2,2274,municipality,2010
3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",34025,ONJ,28,82,178,8516,8694,14,22,8370,municipality,2000
3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",34025,ONJ,38,23,103,3830,3933,8,22,3739,municipality,2010
3402573020,"Tinton Falls borough, Monmouth County, New Jersey",34025,ONJ,1124,2786,936,21494,22430,72,256,17256,municipality,2000
3402573020,"Tinton Falls borough, Monmouth County, New Jersey",34025,ONJ,640,1317,780,13718,14498,20,156,11585,municipality,2010
3402574540,"Union Beach borough, Monmouth County, New Jersey",34025,ONJ,118,74,688,8738,9426,18,114,8414,municipality,2000
3402574540,"Union Beach borough, Monmouth County, New Jersey",34025,ONJ,90,52,431,4315,4746,22,50,4101,municipality,2010
3402574900,"Upper Freehold township, Monmouth County, New Jersey",34025,ONJ,76,66,204,5978,6182,18,84,5734,municipality,2000
3402574900,"Upper Freehold township, Monmouth County, New Jersey",34025,ONJ,218,104,160,4906,5066,12,37,4535,municipality,2010
3402576460,"Wall township, Monmouth County, New Jersey",34025,ONJ,462,216,504,37270,37774,58,136,36398,municipality,2000
3402576460,"Wall township, Monmouth County, New Jersey",34025,ONJ,316,369,577,19432,20009,33,125,18589,municipality,2010
3402579310,"West Long Branch borough, Monmouth County, New Jersey",34025,ONJ,142,320,362,12554,12916,28,186,11878,municipality,2000
3402579310,"West Long Branch borough, Monmouth County, New Jersey",34025,ONJ,84,128,321,6192,6513,16,53,5911,municipality,2010
3402706610,"Boonton town, Morris County, New Jersey",34027,INJ,872,466,828,12438,13266,60,238,10802,municipality,2000
3402706610,"Boonton town, Morris County, New Jersey",34027,INJ,595,261,703,5873,6576,31,118,4868,municipality,2010
3402706640,"Boonton township, Morris County, New Jersey",34027,INJ,260,74,124,6318,6442,8,52,5924,municipality,2000
3402706640,"Boonton township, Morris County, New Jersey",34027,INJ,126,43,118,3090,3208,2,22,2897,municipality,2010
3402709040,"Butler borough, Morris County, New Jersey",34027,INJ,190,66,536,11090,11626,24,56,10754,municipality,2000
3402709040,"Butler borough, Morris County, New Jersey",34027,INJ,168,59,642,5333,5975,13,46,5047,municipality,2010
3402712100,"Chatham borough, Morris County, New Jersey",34027,INJ,344,16,316,11820,12136,20,40,11400,municipality,2000
3402712100,"Chatham borough, Morris County, New Jersey",34027,INJ,304,66,291,5671,5962,19,34,5248,municipality,2010
3402712130,"Chatham township, Morris County, New Jersey",34027,INJ,740,64,268,14516,14784,12,58,13642,municipality,2000
3402712130,"Chatham township, Morris County, New Jersey",34027,INJ,470,52,242,7189,7431,9,35,6623,municipality,2010
3402712580,"Chester borough, Morris County, New Jersey",34027,INJ,30,8,184,2274,2458,4,18,2214,municipality,2000
3402712580,"Chester borough, Morris County, New Jersey",34027,INJ,24,9,163,1033,1196,2,9,989,municipality,2010
3402712610,"Chester township, Morris County, New Jersey",34027,INJ,226,90,222,9906,10128,10,52,9528,municipality,2000
3402712610,"Chester township, Morris County, New Jersey",34027,INJ,176,50,219,5271,5490,6,36,5003,municipality,2010
3402717650,"Denville township, Morris County, New Jersey",34027,INJ,1082,230,568,23526,24094,48,158,22008,municipality,2000
3402717650,"Denville township, Morris County, New Jersey",34027,INJ,823,146,577,12110,12687,25,107,11009,municipality,2010
3402718070,"Dover town, Morris County, New Jersey",34027,INJ,702,1542,15564,12388,27952,52,212,9880,municipality,2000
3402718070,"Dover town, Morris County, New Jersey",34027,INJ,377,687,9645,4595,14240,29,83,3419,municipality,2010
3402719210,"East Hanover township, Morris County, New Jersey",34027,INJ,1822,92,464,17192,17656,4,130,15144,municipality,2000
3402719210,"East Hanover township, Morris County, New Jersey",34027,INJ,1033,65,409,8347,8756,13,52,7184,municipality,2010
3402723910,"Florham Park borough, Morris County, New Jersey",34027,INJ,538,130,304,13566,13870,8,42,12848,municipality,2000
3402723910,"Florham Park borough, Morris County, New Jersey",34027,INJ,571,419,469,8982,9451,27,95,7870,municipality,2010
3402729550,"Hanover township, Morris County, New Jersey",34027,INJ,1586,208,688,19224,19912,18,94,17318,municipality,2000
3402729550,"Hanover township, Morris County, New Jersey",34027,INJ,1109,115,465,10207,10672,18,68,8897,municipality,2010
3402729700,"Harding township, Morris County, New Jersey",34027,INJ,52,26,78,4680,4758,8,38,4556,municipality,2000
3402729700,"Harding township, Morris County, New Jersey",34027,INJ,76,25,80,2837,2917,8,19,2709,municipality,2010
3402734980,"Jefferson township, Morris County, New Jersey",34027,INJ,316,222,882,27932,28814,70,220,27104,municipality,2000
3402734980,"Jefferson township, Morris County, New Jersey",34027,INJ,663,213,893,15170,16063,33,107,14154,municipality,2010
3402737110,"Kinnelon borough, Morris County, New Jersey",34027,INJ,368,56,292,12820,13112,24,44,12328,municipality,2000
3402737110,"Kinnelon borough, Morris County, New Jersey",34027,INJ,328,59,271,7192,7463,9,34,6762,municipality,2010
3402740290,"Lincoln Park borough, Morris County, New Jersey",34027,INJ,844,294,914,16518,17432,28,154,15198,municipality,2000
3402740290,"Lincoln Park borough, Morris County, New Jersey",34027,INJ,592,145,715,7845,8560,25,83,7000,municipality,2010
3402741362,"Long Hill township, Morris County, New Jersey",34027,INJ,620,58,430,12510,12940,16,80,11736,municipality,2000
3402741362,"Long Hill township, Morris County, New Jersey",34027,INJ,388,35,422,6050,6472,14,41,5572,municipality,2010
