id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,21594,22360,766,45672,4594,5338,2688,55630,286,58318,762,44650,municipality,2000
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,12524,13239,715,26780,4711,3493,2503,30969,136,33472,626,22003,municipality,2010
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,2026,2080,54,3844,54,142,64,5328,10,5392,30,5092,municipality,2000
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,1031,1083,52,1903,46,45,37,2548,2,2585,23,2432,municipality,2010
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,18740,19438,698,49790,5308,3438,3712,56748,276,60460,1254,46472,municipality,2000
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,9521,10302,781,23377,3955,1547,2392,26180,127,28572,757,19794,municipality,2010
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,8148,8326,178,15180,880,586,558,19992,60,20550,192,18274,municipality,2000
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,5087,5277,190,9722,1728,407,564,13078,38,13642,197,10708,municipality,2010
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,58874,67686,8812,123514,1368,86994,36782,134024,712,170806,2906,42044,municipality,2000
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,28578,33035,4457,63635,923,42286,28621,56292,355,84913,1286,11442,municipality,2010
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,14564,14900,336,29878,9948,1174,1784,42030,110,43814,630,30168,municipality,2000
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,9449,9810,361,19441,10223,956,1213,25952,94,27165,593,14086,municipality,2010
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,14078,14640,562,30962,3410,3712,9678,31740,172,41418,736,23710,municipality,2000
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,7591,8148,557,17053,4308,3056,7066,15778,165,22844,437,7812,municipality,2010
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,2182,2242,60,4490,478,144,110,6344,6,6454,74,5642,municipality,2000
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,1320,1371,51,2806,530,130,99,3758,7,3857,60,3031,municipality,2010
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,4902,5040,138,10248,484,482,2020,11626,46,13646,160,10454,municipality,2000
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,2566,2683,117,5512,323,549,1933,5294,28,7227,103,4291,municipality,2010
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,32744,33280,536,69176,15168,2564,3914,89598,194,93512,1664,70008,municipality,2000
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,16810,17367,557,36051,10812,1741,3184,44328,166,47512,722,30887,municipality,2010
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,70272,72036,1764,150730,57082,12916,12452,182922,758,195374,3244,108922,municipality,2000
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,34972,36302,1330,77308,43092,6631,8112,91855,419,99967,2136,39577,municipality,2010
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,1492,1538,46,2844,88,80,194,3456,4,3650,22,3262,municipality,2000
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,891,920,29,1725,102,72,164,2014,5,2178,25,1810,municipality,2010
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,11798,12142,344,21910,3806,2134,2290,25708,178,27998,556,19034,municipality,2000
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,5875,6203,328,11025,2494,1018,1252,12730,50,13982,282,8886,municipality,2010
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,4352,4480,128,9082,266,1030,1212,10838,60,12050,154,9328,municipality,2000
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,2172,2267,95,4418,264,488,1324,4591,39,5915,83,3717,municipality,2010
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,9984,10208,224,19698,1844,1336,1016,24664,106,25680,412,20966,municipality,2000
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,5243,5440,197,10292,1744,617,935,12639,48,13574,278,9952,municipality,2010
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,10096,10260,164,20822,1124,880,2470,24964,62,27434,300,22598,municipality,2000
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,4984,5148,164,10568,804,645,2246,11389,37,13635,155,9748,municipality,2010
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,5254,5340,86,10798,430,90,522,13478,26,14000,118,12814,municipality,2000
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,2599,2698,99,5391,227,77,445,6448,13,6893,57,6074,municipality,2010
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,25072,26518,1446,47042,1296,1584,1332,54666,140,55998,260,51386,municipality,2000
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,16497,18002,1505,31755,4911,1486,1673,37459,84,39132,402,30576,municipality,2010
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,26114,27786,1672,77648,5088,20086,37894,59252,552,97146,1598,31928,municipality,2000
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,14119,15053,934,43560,4122,7743,27553,27628,299,55181,703,14761,municipality,2010
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,27270,27864,594,55868,10284,10740,7550,65024,346,72574,1542,42112,municipality,2000
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,14551,15045,494,31196,9865,6625,7223,33519,257,40742,826,15946,municipality,2010
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,42876,43792,916,89644,13040,6104,9156,111756,404,120912,2152,90056,municipality,2000
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,23777,24638,861,50479,9319,3770,7064,58311,321,65375,1119,43782,municipality,2010
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,29124,30472,1348,67662,1338,7580,66066,28540,532,94606,1252,17838,municipality,2000
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,15419,16556,1137,36945,806,3742,39685,11129,191,50814,286,6104,municipality,2010
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,33000,33892,892,78860,24944,19970,8004,92960,524,100964,2158,45364,municipality,2000
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,17050,17777,727,44775,18654,11053,6289,49755,333,56044,1444,18271,municipality,2010
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,17484,18266,782,30478,12286,2980,1874,38556,158,40430,708,22424,municipality,2000
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,9402,10089,687,17322,10608,1749,1429,21570,112,22999,486,8615,municipality,2010
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,29910,30470,560,61726,8494,6668,5884,74870,236,80754,1336,58136,municipality,2000
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,15636,16393,757,33054,6841,4287,5258,37446,291,42704,677,25350,municipality,2010
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,5934,6220,286,11980,216,114,1068,14758,42,15826,144,14242,municipality,2000
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,3372,3576,204,6834,345,347,1158,7473,19,8631,124,6638,municipality,2010
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,26856,27724,868,54010,13598,5772,3836,71632,238,75468,1240,50784,municipality,2000
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,15069,15708,639,31383,15571,3172,2624,40793,161,43417,911,20978,municipality,2010
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,14302,14614,312,32650,3264,3596,3776,39844,408,43620,772,31804,municipality,2000
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,7876,8093,217,18011,3422,2266,3097,20288,252,23385,498,13850,municipality,2010
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,11212,11538,326,23586,1074,1784,2960,27684,166,30644,670,23990,municipality,2000
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,5652,5957,305,12393,758,1028,2913,13095,248,16008,324,10737,municipality,2010
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,6198,6316,118,12234,460,216,690,15070,20,15760,100,14274,municipality,2000
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,3128,3242,114,6516,419,227,687,7570,18,8257,106,6800,municipality,2010
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,69124,70596,1472,150920,28014,16308,17912,176494,736,194406,3438,127998,municipality,2000
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,34615,36124,1509,78029,22193,9038,15562,84023,506,99585,1755,50531,municipality,2010
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,0,0,0,0,municipality,2000
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,0,0,0,0,municipality,2010
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,12842,13116,274,26370,1906,4080,2450,32458,108,34908,478,25886,municipality,2000
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,6876,7102,226,14003,1162,2041,1900,16310,80,18210,270,12757,municipality,2010
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,570,740,170,1164,6,12,36,1400,4,1436,8,1370,municipality,2000
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,217,365,148,420,5,5,22,474,0,496,3,461,municipality,2010
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,1416,1436,20,2758,24,240,72,3692,30,3764,36,3362,municipality,2000
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,704,735,31,1375,27,76,65,1763,2,1828,29,1629,municipality,2010
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,13508,15488,1980,23682,236,20472,5274,28586,166,33860,1418,6294,municipality,2000
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,6725,8076,1351,12288,72,7955,4115,12001,110,16116,353,3511,municipality,2010
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,3938,4112,174,7400,114,210,330,9080,8,9410,84,8664,municipality,2000
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,1870,2002,132,3526,91,62,225,4160,11,4385,59,3937,municipality,2010
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,2086,2774,688,3662,40,16,108,4380,10,4488,16,4298,municipality,2000
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,901,1321,420,1582,12,6,71,1830,2,1901,16,1794,municipality,2010
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,5892,7992,2100,10014,122,400,828,11262,36,12090,156,10548,municipality,2000
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,2695,3931,1236,4820,52,184,971,4823,11,5794,56,4520,municipality,2010
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,4594,6264,1670,7862,138,334,1230,8356,36,9586,146,7702,municipality,2000
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,2098,3180,1082,3663,78,189,840,3458,16,4298,61,3114,municipality,2010
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,3876,4246,370,7466,66,340,324,9462,16,9786,92,8948,municipality,2000
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,1805,2034,229,3526,43,121,152,4622,8,4774,54,4396,municipality,2010
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,7026,7228,202,17462,890,1832,1040,23622,82,24662,240,20578,municipality,2000
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,3277,3735,458,7255,463,163,359,9783,8,10142,107,9042,municipality,2010
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,868,1906,1038,1702,6,24,108,2032,14,2140,18,1970,municipality,2000
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,333,926,593,643,26,11,55,695,2,750,7,649,municipality,2010
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,11560,12682,1122,21592,2602,3144,1856,26160,162,28016,640,19612,municipality,2000
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,5319,5723,404,10072,1097,1475,1571,11138,110,12709,327,8129,municipality,2010
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,1286,1360,74,2502,154,134,220,3308,6,3528,28,2986,municipality,2000
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,621,647,26,1376,121,43,148,1699,2,1847,20,1513,municipality,2010
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,3996,4074,78,7952,112,480,158,11716,12,11874,90,11022,municipality,2000
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,1970,2065,95,4017,66,151,165,5956,11,6121,67,5661,municipality,2010
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,1250,1276,26,2318,74,36,122,3052,2,3174,24,2916,municipality,2000
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,547,578,31,1043,42,35,92,1237,7,1329,21,1132,municipality,2010
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,7390,7642,252,16516,536,3270,6162,15790,40,21952,238,11706,municipality,2000
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,4006,4249,243,9095,342,1391,5167,6885,37,12052,158,4957,municipality,2010
3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,21628,22064,436,47128,3224,3100,3274,59800,130,63074,604,52742,municipality,2000
3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,12577,13140,563,27387,2530,1860,2808,33376,100,36184,459,28427,municipality,2010
3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,14488,14812,324,31864,1438,420,2508,40248,80,42756,332,37978,municipality,2000
3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,7140,7417,277,15712,675,279,1601,18733,39,20334,190,17550,municipality,2010
3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,4900,5640,740,8280,100,104,414,9780,34,10194,110,9432,municipality,2000
3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,2623,3146,523,4296,64,70,324,4681,13,5005,73,4461,municipality,2010
3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,9894,10274,380,22558,5496,202,774,30788,64,31562,342,24684,municipality,2000
3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,5584,5792,208,12450,3201,135,621,16152,44,16773,274,12498,municipality,2010
3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,32126,33144,1018,67630,3470,3338,5220,92586,218,97806,1034,84526,municipality,2000
3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,17260,17979,719,37624,2283,1767,4153,46922,142,51075,642,42088,municipality,2010
3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,772,794,22,1478,4,0,20,1780,2,1800,12,1762,municipality,2000
3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,361,393,32,701,4,0,14,806,0,820,5,797,municipality,2010
3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,7744,8538,794,15628,262,414,1706,19758,60,21464,216,18806,municipality,2000
3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,3805,4318,513,7741,169,582,1493,8612,33,10105,212,7616,municipality,2010
3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,6528,6800,272,11838,324,1002,1678,13458,32,15136,234,11866,municipality,2000
3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,3067,3272,205,5804,171,479,1322,5918,33,7240,93,5142,municipality,2010
3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,1648,2214,566,2826,46,268,366,3246,24,3612,56,2852,municipality,2000
3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,785,1115,330,1415,21,106,322,1437,11,1759,22,1277,municipality,2010
3402540770,"Little Silver borough, Monmouth County, New Jersey",34025,ONJ,4464,4576,112,8958,186,38,162,12178,26,12340,80,11848,municipality,2000
